Year,Country,Sector,Expenditure(million USD),GDP(%)
2006,"Moldova, Republic of",Fuel and energy,29.228,0.71454
2006,"Moldova, Republic of",Environment protection,8.27,0.20218
2006,"Moldova, Republic of",Housing and community amenities,77.031,1.88315
2006,"Moldova, Republic of",Health,237.102,5.79634
2006,"Moldova, Republic of",Education,274.601,6.71306
2006,"Moldova, Republic of",Social protection,447.055,10.92897
2006,"Moldova, Republic of",General public services,64.534,1.57764
2006,"Moldova, Republic of",Defence,16.45,0.40214
2006,"Moldova, Republic of",Public order and safety,89.772,2.19462
2006,"Moldova, Republic of","Recreation, culture and religion",37.072,0.90629
2006,"Moldova, Republic of","General economic, commercial and labour affairs",0,0
2006,"Moldova, Republic of",Other industries,0,0
2006,"Moldova, Republic of",RandD Economic affairs,0,0
2006,"Moldova, Republic of",Economic affairs n.e.c.,0,0
2006,Mongolia,Total function,982.113,24.8097
2006,Mongolia,Housing and community amenities,11.522,0.29106
2006,Mongolia,Health,84.257,2.12847
2006,Mongolia,Education,163.973,4.1422
2006,Mongolia,Social protection,218.053,5.50836
2006,Mongolia,General public services,113.964,2.87892
2006,Mongolia,Defence,39.19,0.99
2006,Mongolia,Public order and safety,52.845,1.33495
2006,Mongolia,"Recreation, culture and religion",19.375,0.48944
2006,Netherlands (Kingdom of the),Total function,318456.274,43.42763
2006,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1579.543,0.2154
2006,Netherlands (Kingdom of the),"Mining, manufacturing and construction",724.481,0.0988
2006,Netherlands (Kingdom of the),Transport,16593.994,2.26291
2006,Netherlands (Kingdom of the),Communication,133.093,0.01815
2006,Netherlands (Kingdom of the),Fuel and energy,3245.723,0.44262
2006,Netherlands (Kingdom of the),Environment protection,11575.366,1.57852
2006,Netherlands (Kingdom of the),Housing and community amenities,3333.615,0.4546
2006,Netherlands (Kingdom of the),Health,48774.992,6.65141
2006,Netherlands (Kingdom of the),Education,38145.092,5.20182
2006,Netherlands (Kingdom of the),Social protection,108107.059,14.74248
2006,Netherlands (Kingdom of the),General public services,42302.38,5.76874
2006,Netherlands (Kingdom of the),Defence,9321.566,1.27117
2006,Netherlands (Kingdom of the),Public order and safety,12962.802,1.76773
2006,Netherlands (Kingdom of the),"Recreation, culture and religion",10299.677,1.40456
2006,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",5967.861,0.81383
2006,Netherlands (Kingdom of the),Other industries,1848.241,0.25204
2006,Netherlands (Kingdom of the),RandD Economic affairs,2989.581,0.40769
2006,Netherlands (Kingdom of the),Economic affairs n.e.c.,551.208,0.07517
2006,Norway,Total function,142354.99,41.19311
2006,Norway,"Agriculture, forestry, fishing and hunting",2146.466,0.62112
2006,Norway,"Mining, manufacturing and construction",11.85,0.00343
2006,Norway,Transport,6637.422,1.92066
2006,Norway,Communication,96.05,0.02779
2006,Norway,Fuel and energy,201.455,0.05829
2006,Norway,Environment protection,1886.85,0.546
2006,Norway,Housing and community amenities,1923.181,0.55651
2006,Norway,Health,23831.289,6.89604
2006,Norway,Education,16996.622,4.91829
2006,Norway,Social protection,53021.57,15.3428
2006,Norway,General public services,19463.358,5.63209
2006,Norway,Defence,5361.486,1.55145
2006,Norway,Public order and safety,2945.582,0.85236
2006,Norway,"Recreation, culture and religion",4123.597,1.19324
2006,Norway,"General economic, commercial and labour affairs",1700.52,0.49208
2006,Norway,Other industries,211.435,0.06118
2006,Norway,RandD Economic affairs,1267.672,0.36682
2006,Norway,Economic affairs n.e.c.,528.586,0.15296
2006,Panama,Total function,3401.34,19.53293
2006,Panama,"Agriculture, forestry, fishing and hunting",93.93,0.53941
2006,Panama,"Mining, manufacturing and construction",3.89,0.02234
2006,Panama,Transport,148.68,0.85383
2006,Panama,Communication,6.6,0.0379
2006,Panama,Fuel and energy,11.17,0.06415
2006,Panama,Environment protection,10.12,0.05812
2006,Panama,Housing and community amenities,206.69,1.18696
2006,Panama,Health,385.36,2.21301
2006,Panama,Education,707.81,4.06475
2006,Panama,Social protection,173.45,0.99607
2006,Panama,General public services,1160.57,6.66482
2006,Panama,Public order and safety,302.68,1.73821
2006,Panama,"Recreation, culture and religion",20.88,0.11991
2006,Panama,"General economic, commercial and labour affairs",38.94,0.22362
2006,Panama,Other industries,18.19,0.10446
2006,Panama,Economic affairs n.e.c.,112.38,0.64537
2006,Paraguay,Total function,1895.914,13.75784
2006,Paraguay,"Agriculture, forestry, fishing and hunting",24.721,0.17939
2006,Paraguay,Transport,151.971,1.10279
2006,Paraguay,Communication,9.43,0.06843
2006,Paraguay,Environment protection,20.866,0.15141
2006,Paraguay,Housing and community amenities,7.568,0.05492
2006,Paraguay,Health,225.923,1.63943
2006,Paraguay,Education,385.119,2.79465
2006,Paraguay,Social protection,469.704,3.40844
2006,Paraguay,General public services,290.655,2.10916
2006,Paraguay,Defence,73.14,0.53074
2006,Paraguay,Public order and safety,223.385,1.62101
2006,Paraguay,"Recreation, culture and religion",2.573,0.01867
2006,Paraguay,"General economic, commercial and labour affairs",4.633,0.03362
2006,Paraguay,Other industries,6.224,0.04517
2006,Peru,Total function,16260.425,18.3405
2006,Peru,"Agriculture, forestry, fishing and hunting",499.552,0.56346
2006,Peru,"Mining, manufacturing and construction",164.51,0.18555
2006,Peru,Transport,958.747,1.08139
2006,Peru,Communication,43.35,0.0489
2006,Peru,Fuel and energy,196.87,0.22205
2006,Peru,Housing and community amenities,149.488,0.16861
2006,Peru,Health,1615.128,1.82174
2006,Peru,Education,2812.926,3.17276
2006,Peru,Social protection,3591.171,4.05056
2006,Peru,General public services,3975.907,4.48452
2006,Peru,Defence,1783.385,2.01152
2006,Peru,Public order and safety,392.803,0.44305
2006,Peru,"General economic, commercial and labour affairs",76.591,0.08639
2006,Philippines,Total function,20361.411,15.9506
2006,Philippines,Housing and community amenities,118.466,0.0928
2006,Philippines,Health,313.246,0.24539
2006,Philippines,Education,2810.641,2.20178
2006,Philippines,Social protection,2263.133,1.77288
2006,Philippines,General public services,8284.07,6.48953
2006,Philippines,Defence,1004.146,0.78662
2006,Philippines,Public order and safety,1244.274,0.97473
2006,Poland,Total function,153191.345,44.4514
2006,Poland,"Agriculture, forestry, fishing and hunting",3118.436,0.90487
2006,Poland,"Mining, manufacturing and construction",602.612,0.17486
2006,Poland,Transport,9398.135,2.72705
2006,Poland,Communication,37.381,0.01085
2006,Poland,Fuel and energy,402.935,0.11692
2006,Poland,Environment protection,2256.411,0.65474
2006,Poland,Housing and community amenities,3340.145,0.96921
2006,Poland,Health,15934.411,4.62367
2006,Poland,Education,20469.468,5.93961
2006,Poland,Social protection,57962.237,16.81885
2006,Poland,General public services,19558.138,5.67517
2006,Poland,Defence,5593.334,1.62301
2006,Poland,Public order and safety,7650.915,2.22006
2006,Poland,"Recreation, culture and religion",4180.718,1.21312
2006,Poland,"General economic, commercial and labour affairs",1840.157,0.53396
2006,Poland,Other industries,106.021,0.03076
2006,Poland,RandD Economic affairs,726.357,0.21077
2006,Poland,Economic affairs n.e.c.,13.535,0.00393
2006,Portugal,Total function,94453.451,45.28599
2006,Portugal,"Agriculture, forestry, fishing and hunting",980.083,0.4699
2006,Portugal,"Mining, manufacturing and construction",553.091,0.26518
2006,Portugal,Transport,5027.732,2.41056
2006,Portugal,Communication,84.765,0.04064
2006,Portugal,Fuel and energy,83.096,0.03984
2006,Portugal,Environment protection,1363.769,0.65386
2006,Portugal,Housing and community amenities,1472.704,0.70609
2006,Portugal,Health,14808.733,7.10009
2006,Portugal,Education,13285.642,6.36984
2006,Portugal,Social protection,31549.909,15.1267
2006,Portugal,General public services,13946.25,6.68657
2006,Portugal,Defence,2690.598,1.29002
2006,Portugal,Public order and safety,3897.216,1.86853
2006,Portugal,"Recreation, culture and religion",2332.463,1.11831
2006,Portugal,"General economic, commercial and labour affairs",1179.058,0.5653
2006,Portugal,Other industries,652.334,0.31276
2006,Portugal,RandD Economic affairs,546.022,0.26179
2006,Romania,Total function,43492.39,35.64257
2006,Romania,"Agriculture, forestry, fishing and hunting",1302.82,1.06768
2006,Romania,"Mining, manufacturing and construction",1700.544,1.39362
2006,Romania,Transport,3794.077,3.10929
2006,Romania,Communication,58.918,0.04828
2006,Romania,Fuel and energy,969.888,0.79484
2006,Romania,Environment protection,448.49,0.36754
2006,Romania,Housing and community amenities,1785.984,1.46364
2006,Romania,Health,4019.141,3.29374
2006,Romania,Education,5046.666,4.13581
2006,Romania,Social protection,12165.54,9.96982
2006,Romania,General public services,4232.279,3.46841
2006,Romania,Defence,2824.759,2.31493
2006,Romania,Public order and safety,2947.543,2.41555
2006,Romania,"Recreation, culture and religion",1242.585,1.01831
2006,Romania,"General economic, commercial and labour affairs",743.65,0.60943
2006,Romania,Other industries,103.739,0.08502
2006,Romania,RandD Economic affairs,32.966,0.02702
2006,Romania,Economic affairs n.e.c.,72.802,0.05966
2006,Russian Federation,Total function,313707.222,31.38255
2006,Russian Federation,"Agriculture, forestry, fishing and hunting",4630.216,0.4632
2006,Russian Federation,"Mining, manufacturing and construction",0,0
2006,Russian Federation,Transport,15155.773,1.51615
2006,Russian Federation,Communication,750.249,0.07505
2006,Russian Federation,Fuel and energy,665.662,0.06659
2006,Russian Federation,Environment protection,856.902,0.08572
2006,Russian Federation,Housing and community amenities,23228.31,2.32371
2006,Russian Federation,Health,39891.937,3.9907
2006,Russian Federation,Education,38115.611,3.813
2006,Russian Federation,Social protection,81560.2,8.15909
2006,Russian Federation,General public services,45886.577,4.59039
2006,Russian Federation,Defence,25129.677,2.51392
2006,Russian Federation,Public order and safety,26262.406,2.62723
2006,Russian Federation,"Recreation, culture and religion",6936.129,0.69387
2006,Russian Federation,"General economic, commercial and labour affairs",0,0
2006,Russian Federation,Other industries,0,0
2006,Russian Federation,RandD Economic affairs,0,0
2006,Russian Federation,Economic affairs n.e.c.,0,0
2006,San Marino,Total function,581.097,26.83583
2006,Serbia,Total function,,
2006,Serbia,"Agriculture, forestry, fishing and hunting",,
2006,Serbia,"Mining, manufacturing and construction",,
2006,Serbia,Transport,,
2006,Serbia,Communication,,
2006,Serbia,Fuel and energy,,
2006,Serbia,Environment protection,,
2006,Serbia,Housing and community amenities,,
2006,Serbia,Health,,
2006,Serbia,Education,,
2006,Serbia,Social protection,,
2006,Serbia,General public services,,
2006,Serbia,Defence,,
2006,Serbia,Public order and safety,,
2006,Serbia,"Recreation, culture and religion",,
2006,Serbia,"General economic, commercial and labour affairs",,
2006,Serbia,Other industries,,
2006,Serbia,RandD Economic affairs,,
2006,Serbia,Economic affairs n.e.c.,,
2006,Serbia,Others,,
2006,Seychelles,Total function,399.981,39.35241
2006,Seychelles,"Agriculture, forestry, fishing and hunting",14.711,1.44735
2006,Seychelles,"Mining, manufacturing and construction",0,0
2006,Seychelles,Transport,10.635,1.0463
2006,Seychelles,Communication,12.954,1.27445
2006,Seychelles,Fuel and energy,10.816,1.06412
2006,Seychelles,Environment protection,0.435,0.04278
2006,Seychelles,Housing and community amenities,8.225,0.80923
2006,Seychelles,Health,32.683,3.21554
2006,Seychelles,Education,36.234,3.5649
2006,Seychelles,Social protection,61.453,6.04607
2006,Seychelles,General public services,133.105,13.09567
2006,Seychelles,Defence,15.943,1.56856
2006,Seychelles,Public order and safety,19.693,1.93752
2006,Seychelles,"Recreation, culture and religion",14.693,1.44557
2006,Seychelles,"General economic, commercial and labour affairs",0,0
2006,Seychelles,Other industries,0,0
2006,Seychelles,RandD Economic affairs,0,0
2006,Seychelles,Economic affairs n.e.c.,0,0
2006,Singapore,Total function,21457.162,14.4369
2006,Singapore,"Agriculture, forestry, fishing and hunting",37.761,0.02541
2006,Singapore,"Mining, manufacturing and construction",13.216,0.00889
2006,Singapore,Transport,1159.268,0.77998
2006,Singapore,Environment protection,0,0
2006,Singapore,Housing and community amenities,2270.706,1.52779
2006,Singapore,Health,1231.015,0.82826
2006,Singapore,Education,4277.713,2.87815
2006,Singapore,Social protection,1730.721,1.16447
2006,Singapore,General public services,2163.086,1.45538
2006,Singapore,Defence,6244.441,4.20141
2006,Singapore,Public order and safety,1227.868,0.82614
2006,Singapore,"Recreation, culture and religion",28.95,0.01948
2006,Slovakia,Total function,27472.414,48.04958
2006,Slovakia,"Agriculture, forestry, fishing and hunting",205.24,0.35897
2006,Slovakia,"Mining, manufacturing and construction",129.276,0.22611
2006,Slovakia,Transport,2645.635,4.62725
2006,Slovakia,Communication,8.626,0.01509
2006,Slovakia,Fuel and energy,18.47,0.0323
2006,Slovakia,Environment protection,724.707,1.26752
2006,Slovakia,Housing and community amenities,503.997,0.8815
2006,Slovakia,Health,4695.299,8.21213
2006,Slovakia,Education,2758.538,4.82472
2006,Slovakia,Social protection,9200.564,16.0919
2006,Slovakia,General public services,3370.467,5.89499
2006,Slovakia,Defence,615.796,1.07703
2006,Slovakia,Public order and safety,1637.74,2.86443
2006,Slovakia,"Recreation, culture and religion",624.296,1.0919
2006,Slovakia,"General economic, commercial and labour affairs",151.676,0.26528
2006,Slovakia,Other industries,139.02,0.24315
2006,Slovakia,RandD Economic affairs,21.157,0.037
2006,Slovakia,Economic affairs n.e.c.,21.923,0.03834
2006,Slovenia,Total function,17994.376,45.57993
2006,Slovenia,"Agriculture, forestry, fishing and hunting",301.231,0.76302
2006,Slovenia,"Mining, manufacturing and construction",3.943,0.00999
2006,Slovenia,Transport,818.123,2.07231
2006,Slovenia,Communication,9.166,0.02322
2006,Slovenia,Fuel and energy,12.091,0.03063
2006,Slovenia,Environment protection,325.527,0.82456
2006,Slovenia,Housing and community amenities,241.841,0.61259
2006,Slovenia,Health,2498.34,6.32832
2006,Slovenia,Education,2508.511,6.35408
2006,Slovenia,Social protection,6776.517,17.16498
2006,Slovenia,General public services,2136.941,5.41289
2006,Slovenia,Defence,563.701,1.42786
2006,Slovenia,Public order and safety,706.362,1.78922
2006,Slovenia,"Recreation, culture and religion",512.837,1.29902
2006,Slovenia,"General economic, commercial and labour affairs",289.164,0.73246
2006,Slovenia,Other industries,72.888,0.18462
2006,Slovenia,RandD Economic affairs,205.968,0.52172
2006,Slovenia,Economic affairs n.e.c.,11.238,0.02846
2006,South Africa,Total function,92876.679,30.56575
2006,South Africa,"Agriculture, forestry, fishing and hunting",1635.224,0.53815
2006,South Africa,"Mining, manufacturing and construction",984.561,0.32402
2006,South Africa,Transport,4483.612,1.47556
